commit_hash,date,author,file_path,lines_added,lines_deleted,churn,is_bug_fix,commit_message
954f568,2026-05-18T16:35:44-07:00,David Lord,src/flask/cli.py,3,3,6,0,update dev dependencies
9368fb3,2026-05-01T20:56:39-07:00,David Lord,src/flask/sansio/app.py,4,1,5,0,case-insensitive comparison
06ea505,2026-05-01T20:31:50-07:00,David Lord,src/flask/ctx.py,5,5,10,0,separate copy per call
06ea505,2026-05-01T20:31:50-07:00,David Lord,tests/test_reqctx.py,33,61,94,0,separate copy per call
a31e6b7,2026-04-05T12:31:01-07:00,David Lord,tests/test_reqctx.py,0,48,48,0,remove werkzeug host tests
91c6b3f,2026-03-24T06:51:39-07:00,David Lord,tests/test_reqctx.py,0,21,21,0,remove unicode host test
a29f88c,2026-03-04T07:36:09-08:00,David Lord,src/flask/ctx.py,20,6,26,0,document that headers must be set before streaming
a29f88c,2026-03-04T07:36:09-08:00,David Lord,src/flask/helpers.py,12,0,12,0,document that headers must be set before streaming
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,src/flask/app.py,23,4,27,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,src/flask/ctx.py,16,5,21,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,src/flask/helpers.py,32,0,32,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,tests/test_appctx.py,55,0,55,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,tests/test_basic.py,26,24,50,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,tests/test_blueprints.py,10,10,20,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,tests/test_helpers.py,29,35,64,1,all teardown callbacks are called despite errors
fbb6f0b,2026-02-19T19:41:50-08:00,David Lord,tests/test_testing.py,0,1,1,1,all teardown callbacks are called despite errors
7b00886,2026-02-19T08:42:33-08:00,David Lord,src/flask/app.py,2,2,4,1,fix typing
a411a24,2026-02-19T08:35:48-08:00,David Lord,src/flask/ctx.py,21,9,30,0,add back opening session on context push
c17f379,2026-02-18T19:02:54-08:00,David Lord,src/flask/app.py,2,2,4,0,request context tracks session access
c17f379,2026-02-18T19:02:54-08:00,David Lord,src/flask/ctx.py,16,6,22,0,request context tracks session access
c17f379,2026-02-18T19:02:54-08:00,David Lord,src/flask/sessions.py,10,24,34,0,request context tracks session access
c17f379,2026-02-18T19:02:54-08:00,David Lord,src/flask/templating.py,4,3,7,0,request context tracks session access
c17f379,2026-02-18T19:02:54-08:00,David Lord,tests/test_basic.py,39,18,57,0,request context tracks session access
d98eb69,2026-02-12T13:11:01-08:00,David Lord,tests/test_cli.py,2,7,9,0,revert cli test change
e82db2c,2026-02-12T13:03:03-08:00,David Lord,src/flask/sansio/app.py,8,8,16,1,fix provide_automatic_options override
e82db2c,2026-02-12T13:03:03-08:00,David Lord,tests/test_basic.py,37,38,75,1,fix provide_automatic_options override
e82db2c,2026-02-12T13:03:03-08:00,David Lord,tests/test_blueprints.py,7,16,23,1,fix provide_automatic_options override
e82db2c,2026-02-12T13:03:03-08:00,David Lord,tests/test_cli.py,8,2,10,1,fix provide_automatic_options override
e82db2c,2026-02-12T13:03:03-08:00,David Lord,tests/test_views.py,33,21,54,1,fix provide_automatic_options override
5e621a2,2026-02-03T10:19:45-08:00,David Lord,tests/test_basic.py,27,22,49,0,update domain matching tests for Werkzeug 3.2
3d03098,2026-01-27T09:18:37+01:00,Markus Heidelberg,examples/tutorial/flaskr/__init__.py,1,4,5,1,"Abort if the instance folder cannot be created

According to the comment, the instance folder should"
c77a520,2026-01-24T19:50:30-08:00,David Lord,src/flask/app.py,16,1,17,1,deprecate should_ignore_error
c77a520,2026-01-24T19:50:30-08:00,David Lord,src/flask/sansio/app.py,9,8,17,1,deprecate should_ignore_error
3709c4a,2026-01-24T18:58:45-08:00,David Lord,src/flask/app.py,2,2,4,0,"update ruff hook and noqa

co-authored-by: Christian Clauss <cclauss@me.com>"
3709c4a,2026-01-24T18:58:45-08:00,David Lord,src/flask/sessions.py,1,1,2,0,"update ruff hook and noqa

co-authored-by: Christian Clauss <cclauss@me.com>"
eca5fd1,2026-01-24T17:16:38-08:00,David Lord,src/flask/helpers.py,4,1,5,1,redirect defaults to 303
eca5fd1,2026-01-24T17:16:38-08:00,David Lord,src/flask/sansio/app.py,4,1,5,1,redirect defaults to 303
da6d075,2025-11-17T09:43:40-08:00,David Lord,src/flask/sessions.py,1,1,2,0,update dev dependencies
6a64969,2025-09-19T17:33:30-07:00,David Lord,src/flask/app.py,129,38,167,1,pass context through dispatch methods
6a64969,2025-09-19T17:33:30-07:00,David Lord,src/flask/ctx.py,2,2,4,1,pass context through dispatch methods
6a64969,2025-09-19T17:33:30-07:00,David Lord,src/flask/templating.py,25,27,52,1,pass context through dispatch methods
6a64969,2025-09-19T17:33:30-07:00,David Lord,tests/test_reqctx.py,5,4,9,1,pass context through dispatch methods
6a64969,2025-09-19T17:33:30-07:00,David Lord,tests/test_subclassing.py,1,1,2,1,pass context through dispatch methods
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/app.py,70,106,176,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/cli.py,1,1,2,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/ctx.py,267,200,467,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/debughelpers.py,4,3,7,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/globals.py,44,18,62,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/helpers.py,22,28,50,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/json/__init__.py,1,1,2,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/sansio/app.py,5,11,16,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/sansio/scaffold.py,2,2,4,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/templating.py,14,20,34,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,src/flask/testing.py,4,4,8,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,tests/conftest.py,9,8,17,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,tests/test_appctx.py,6,5,11,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,tests/test_reqctx.py,3,3,6,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,tests/test_session_interface.py,2,2,4,0,merge app and request context
c2705ff,2025-09-19T16:43:53-07:00,David Lord,tests/test_testing.py,2,2,4,0,merge app and request context
dbd4c28,2025-09-06T22:01:22+05:30,subhajitsaha01,src/flask/sansio/app.py,1,1,2,0,Changed the static annotated type of select_jinja_autoescape method in src/flask/sansio/app.py
edebd37,2025-08-19T12:33:21-07:00,David Lord,src/flask/sansio/app.py,83,87,170,0,"rewrite docs, clean up typing for template decorators"
edebd37,2025-08-19T12:33:21-07:00,David Lord,src/flask/sansio/blueprints.py,103,72,175,0,"rewrite docs, clean up typing for template decorators"
daf1510,2025-08-19T12:33:21-07:00,kadai0308,src/flask/sansio/app.py,68,16,84,0,use template_filter without parens
daf1510,2025-08-19T12:33:21-07:00,kadai0308,src/flask/sansio/blueprints.py,35,6,41,0,use template_filter without parens
daf1510,2025-08-19T12:33:21-07:00,kadai0308,tests/test_blueprints.py,81,0,81,0,use template_filter without parens
daf1510,2025-08-19T12:33:21-07:00,kadai0308,tests/test_templating.py,81,0,81,0,use template_filter without parens
d8259eb,2025-08-19T10:43:16-07:00,David Lord,src/flask/sansio/app.py,1,1,2,0,use Jinja name consistently
d8259eb,2025-08-19T10:43:16-07:00,David Lord,src/flask/templating.py,1,1,2,0,use Jinja name consistently
9822a03,2025-08-19T08:18:55-07:00,David Lord,src/flask/helpers.py,39,32,71,0,refactor stream_with_context for async views
9822a03,2025-08-19T08:18:55-07:00,David Lord,tests/test_helpers.py,23,0,23,0,refactor stream_with_context for async views
d44f1c6,2025-08-18T10:22:59-07:00,Tero Vuotila,src/flask/helpers.py,1,1,2,0,relax type hint for bytes io
53b8f08,2025-08-18T09:45:56-07:00,David Lord,src/flask/testing.py,2,2,4,0,push preserved contexts in correct order
53b8f08,2025-08-18T09:45:56-07:00,David Lord,tests/test_testing.py,10,21,31,0,push preserved contexts in correct order
85cc710,2025-06-12T13:46:49-07:00,David Lord,docs/conf.py,1,1,2,0,svg logo
a758915,2025-06-09T14:31:31-07:00,David Lord,docs/conf.py,2,2,4,0,svg logo
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/ctx.py,2,2,4,0,update dev dependencies
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/helpers.py,1,1,2,0,update dev dependencies
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/sansio/app.py,1,1,2,0,update dev dependencies
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/sansio/scaffold.py,1,1,2,0,update dev dependencies
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/sessions.py,1,1,2,0,update dev dependencies
f04c5e6,2025-06-08T09:52:11-07:00,David Lord,src/flask/testing.py,1,1,2,0,update dev dependencies
52df9ee,2025-05-13T08:31:54-07:00,David Lord,src/flask/cli.py,1,9,10,0,drop end of life python versions
52df9ee,2025-05-13T08:31:54-07:00,David Lord,src/flask/json/provider.py,1,1,2,0,drop end of life python versions
52df9ee,2025-05-13T08:31:54-07:00,David Lord,src/flask/sansio/app.py,1,1,2,0,drop end of life python versions
52df9ee,2025-05-13T08:31:54-07:00,David Lord,src/flask/typing.py,27,33,60,0,drop end of life python versions
52df9ee,2025-05-13T08:31:54-07:00,David Lord,tests/test_cli.py,1,1,2,0,drop end of life python versions
fb54159,2025-05-12T18:30:27-07:00,James Addison,src/flask/sessions.py,2,1,3,1,"secret key rotation: fix key list ordering

The `itsdangerous` serializer interface[1] expects keys "
fb54159,2025-05-12T18:30:27-07:00,James Addison,tests/test_basic.py,11,4,15,1,"secret key rotation: fix key list ordering

The `itsdangerous` serializer interface[1] expects keys "
0109e49,2025-05-11T17:58:53-07:00,David Lord,src/flask/app.py,1,1,2,0,use uv
11c45ee,2025-05-11T05:58:48-07:00,David Lord,src/flask/app.py,1,1,2,0,update dev dependencies
410e5ab,2025-03-30T13:14:25-07:00,CoolCat467,src/flask/typing.py,3,0,3,0,Accept `AsyncIterable` for responses
bfffe87,2025-03-29T15:57:16-07:00,David Lord,docs/conf.py,1,0,1,0,add ghsa links
41ec576,2025-03-29T15:42:58-07:00,David Lord,tests/conftest.py,0,32,32,0,remove tests about deprecated pkgutil.get_loader
41ec576,2025-03-29T15:42:58-07:00,David Lord,tests/test_instance_config.py,3,3,6,0,remove tests about deprecated pkgutil.get_loader
7d5d187,2025-03-29T15:23:34-07:00,David Lord,src/flask/__init__.py,14,13,27,0,better type checking during deprecation
da60039,2025-03-29T15:13:23-07:00,George Waters,src/flask/cli.py,3,1,4,0,"Handle help arg by itself the same as no args

When the 'flask' command is used with only the '--hel"
165af0a,2025-03-29T14:44:59-07:00,David Lord,src/flask/app.py,3,3,6,0,update dev dependencies
165af0a,2025-03-29T14:44:59-07:00,David Lord,src/flask/testing.py,3,3,6,0,update dev dependencies
54c3f87,2024-11-23T17:50:40-08:00,kurtatter,src/flask/testing.py,2,1,3,1,fix type hint for `cli_runner.invoke`
b394a99,2024-11-23T16:03:47-08:00,David Lord,src/flask/__init__.py,1,1,2,0,update `__version__` deprecation
d22bfcd,2024-11-23T15:41:36-08:00,David Lord,src/flask/__init__.py,0,21,21,0,remove previously deprecated code
18ffe1e,2024-11-20T19:37:06-08:00,David Lord,docs/conf.py,3,0,3,0,add gettext config for docs
f49dbfd,2024-11-13T08:22:57-08:00,David Lord,src/flask/sessions.py,7,5,12,0,use generic bases for session
4f7156f,2024-11-12T21:01:55-08:00,David Lord,src/flask/app.py,7,0,7,0,configure and check trusted_hosts
4f7156f,2024-11-12T21:01:55-08:00,David Lord,tests/test_request.py,16,0,16,0,configure and check trusted_hosts
4995a77,2024-11-12T08:58:08-08:00,David Lord,src/flask/app.py,25,17,42,1,fix subdomain_matching=False behavior
4995a77,2024-11-12T08:58:08-08:00,David Lord,tests/test_basic.py,43,0,43,1,fix subdomain_matching=False behavior
4995a77,2024-11-12T08:58:08-08:00,David Lord,tests/test_blueprints.py,14,22,36,1,fix subdomain_matching=False behavior
e13373f,2024-11-08T08:09:01-08:00,David Lord,src/flask/app.py,1,0,1,0,enable secret key rotation
e13373f,2024-11-08T08:09:01-08:00,David Lord,src/flask/sessions.py,11,5,16,0,enable secret key rotation
e13373f,2024-11-08T08:09:01-08:00,David Lord,tests/test_basic.py,22,0,22,0,enable secret key rotation
e13373f,2024-11-08T08:09:01-08:00,David Lord,tests/type_check/typing_app_decorators.py,0,0,0,0,enable secret key rotation
e13373f,2024-11-08T08:09:01-08:00,David Lord,tests/type_check/typing_error_handler.py,0,0,0,0,enable secret key rotation
e13373f,2024-11-08T08:09:01-08:00,David Lord,tests/type_check/typing_route.py,0,0,0,0,enable secret key rotation
2c31603,2024-11-07T11:54:29-08:00,David Lord,src/flask/cli.py,67,43,110,0,update env file precedence
2c31603,2024-11-07T11:54:29-08:00,David Lord,tests/test_cli.py,20,4,24,0,update env file precedence
6c44dd4,2024-11-06T09:47:57-08:00,David,src/flask/helpers.py,2,1,3,0,"update helpers.send_from_directory docstring (#5599)

Update helpers.send_from_directory docstring t"
98ae718,2024-11-01T18:06:34-07:00,David Lord,src/flask/app.py,1,1,2,1,fix mypy finding
8aa161a,2024-11-01T17:18:52-07:00,David Lord,examples/tutorial/flaskr/db.py,4,0,4,0,add sqlite datetime converter
df201ed,2024-11-01T16:44:17-07:00,David Lord,examples/javascript/tests/test_js_example.py,1,1,2,1,fix js example test
9efc1eb,2024-11-01T16:24:15-07:00,David Lord,src/flask/app.py,1,0,1,0,"add SESSION_COOKIE_PARTITIONED config

co-authored-by: Jose Cespedes <josecespedes@ibm.com>"
9efc1eb,2024-11-01T16:24:15-07:00,David Lord,src/flask/sessions.py,11,0,11,0,"add SESSION_COOKIE_PARTITIONED config

co-authored-by: Jose Cespedes <josecespedes@ibm.com>"
9efc1eb,2024-11-01T16:24:15-07:00,David Lord,tests/test_basic.py,3,0,3,0,"add SESSION_COOKIE_PARTITIONED config

co-authored-by: Jose Cespedes <josecespedes@ibm.com>"
c7a5388,2024-11-01T13:17:53-07:00,David Lord,src/flask/app.py,2,0,2,0,add config and docs for limits
c7a5388,2024-11-01T13:17:53-07:00,David Lord,src/flask/wrappers.py,89,6,95,0,add config and docs for limits
c7a5388,2024-11-01T13:17:53-07:00,David Lord,tests/test_basic.py,0,21,21,0,add config and docs for limits
c7a5388,2024-11-01T13:17:53-07:00,David Lord,tests/test_request.py,54,0,54,0,add config and docs for limits
1d610e4,2024-10-31T12:30:53-07:00,David Lord,src/flask/app.py,1,1,2,0,drop support for Python 3.8
1d610e4,2024-10-31T12:30:53-07:00,David Lord,src/flask/config.py,1,4,5,0,drop support for Python 3.8
1d610e4,2024-10-31T12:30:53-07:00,David Lord,src/flask/helpers.py,2,2,4,0,drop support for Python 3.8
1d610e4,2024-10-31T12:30:53-07:00,David Lord,src/flask/sansio/scaffold.py,2,11,13,0,drop support for Python 3.8
1d610e4,2024-10-31T12:30:53-07:00,David Lord,src/flask/typing.py,11,11,22,0,drop support for Python 3.8
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/app.py,5,3,8,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/blueprints.py,1,1,2,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/cli.py,5,5,10,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/helpers.py,1,1,2,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/sansio/app.py,1,1,2,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/testing.py,1,2,3,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/views.py,2,2,4,1,fix pyright type errors
9e831e9,2024-10-24T14:46:34-07:00,bre-17387639,src/flask/wrappers.py,2,2,4,1,fix pyright type errors
dffe303,2024-10-18T13:04:35-07:00,David Lord,src/flask/helpers.py,1,1,2,1,fix mypy findings
b337d21,2024-10-18T10:02:35-07:00,David Lord,src/flask/json/provider.py,1,1,2,0,update dev dependencies
176fdfa,2024-08-23T16:33:52-07:00,David Lord,src/flask/helpers.py,13,1,14,1,fix mypy findings
176fdfa,2024-08-23T16:33:52-07:00,David Lord,src/flask/json/provider.py,1,1,2,1,fix mypy findings
28d5a4d,2024-07-10T19:14:06-07:00,David Lord,src/flask/app.py,36,20,56,0,"add encoding parameter to open_resource

co-authored-by: mark <lopkophacked@protonmail.com>"
28d5a4d,2024-07-10T19:14:06-07:00,David Lord,src/flask/blueprints.py,21,22,43,0,"add encoding parameter to open_resource

co-authored-by: mark <lopkophacked@protonmail.com>"
28d5a4d,2024-07-10T19:14:06-07:00,David Lord,tests/test_helpers.py,21,10,31,0,"add encoding parameter to open_resource

co-authored-by: mark <lopkophacked@protonmail.com>"
d718ecf,2024-06-07T19:04:18+00:00,pgjones,src/flask/app.py,1,0,1,1,"Provide a configuration option to control automatic option responses

By default Flask will provide "
d718ecf,2024-06-07T19:04:18+00:00,pgjones,src/flask/sansio/app.py,1,1,2,1,"Provide a configuration option to control automatic option responses

By default Flask will provide "
c7da8c2,2024-05-25T11:28:19-07:00,Heisenberg,src/flask/sansio/app.py,1,1,2,0,Added python type annotation and return type.
860a25c,2024-05-06T10:23:10-07:00,David Lord,src/flask/helpers.py,1,1,2,1,fix mypy finding
eb1182a,2024-05-06T10:12:32-07:00,David Lord,src/flask/sessions.py,2,2,4,1,fix mypy finding
a363642,2024-05-06T10:09:58-07:00,David Lord,src/flask/wrappers.py,1,1,2,1,fix mypy finding with new werkzeug endpoint type
ccf125b,2024-04-23T16:49:42-07:00,David Lord,src/flask/sessions.py,1,1,2,1,fix mypy findings
5fdce4c,2024-04-07T12:13:02-07:00,pgjones,src/flask/app.py,10,0,10,0,"Don't set the cli attribute in the sansio scaffold

It is (currently) Flask specific and hence canno"
5fdce4c,2024-04-07T12:13:02-07:00,pgjones,src/flask/blueprints.py,38,0,38,0,"Don't set the cli attribute in the sansio scaffold

It is (currently) Flask specific and hence canno"
5fdce4c,2024-04-07T12:13:02-07:00,pgjones,src/flask/sansio/app.py,0,4,4,0,"Don't set the cli attribute in the sansio scaffold

It is (currently) Flask specific and hence canno"
5fdce4c,2024-04-07T12:13:02-07:00,pgjones,src/flask/sansio/scaffold.py,4,8,12,0,"Don't set the cli attribute in the sansio scaffold

It is (currently) Flask specific and hence canno"
db46111,2024-04-07T11:41:13-07:00,David Lord,src/flask/sessions.py,9,1,10,0,access sha1 lazily
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,docs/conf.py,9,8,17,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,src/flask/cli.py,2,4,6,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,src/flask/config.py,2,4,6,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,src/flask/json/tag.py,1,0,1,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,tests/test_json.py,1,1,2,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
87d5f5b,2024-04-07T10:24:40-07:00,David Lord,tests/typing/typing_app_decorators.py,4,8,12,1,"update project files (#5457)

* update pre-commit hook
* upgrade pip with venv
* update descriptio"
1af8f95,2024-02-03T12:36:06-08:00,Tony Huang,src/flask/cli.py,3,1,4,1,fix super call in list comprehension
1af8f95,2024-02-03T12:36:06-08:00,Tony Huang,tests/test_cli.py,5,0,5,1,fix super call in list comprehension
ecc057d,2024-02-03T12:14:38-08:00,Cody Scott,src/flask/sansio/scaffold.py,2,1,3,1,fix jinja_loader annotation
08d3185,2024-01-16T10:12:10-08:00,David Lord,src/flask/ctx.py,1,1,2,0,update pre-commit hooks
08d3185,2024-01-16T10:12:10-08:00,David Lord,src/flask/helpers.py,1,1,2,0,update pre-commit hooks
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/app.py,26,19,45,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/blueprints.py,1,1,2,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/cli.py,88,49,137,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/config.py,35,10,45,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/ctx.py,19,10,29,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/debughelpers.py,26,8,34,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/helpers.py,10,11,21,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/json/__init__.py,1,1,2,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/json/provider.py,3,2,5,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/json/tag.py,5,5,10,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/logging.py,4,1,5,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/sansio/app.py,16,15,31,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/sansio/blueprints.py,20,14,34,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/sansio/scaffold.py,36,34,70,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/sessions.py,14,11,25,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/templating.py,8,10,18,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/testing.py,8,5,13,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/typing.py,4,2,6,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/views.py,6,4,10,0,address mypy strict findings
6000e80,2024-01-16T10:11:13-08:00,David Lord,src/flask/wrappers.py,5,4,9,0,address mypy strict findings
700fc7d,2024-01-15T07:49:02-08:00,David Lord,src/flask/json/tag.py,13,1,14,0,untag without object_hook
8fdab74,2024-01-01T20:24:30+00:00,pre-commit-ci[bot],src/flask/helpers.py,1,1,2,1,"[pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.c"
1d5abfa,2023-12-13T15:05:03-08:00,lizard,src/flask/cli.py,3,1,4,1,Fixing issue 5342: 'The double quote is missing in the string'
b55ccae,2023-12-13T14:58:31-08:00,dependabot[bot],src/flask/helpers.py,1,1,2,1,"Bump the python-requirements group in /requirements with 3 updates

Bumps the python-requirements gr"
4104f29,2023-11-15T12:53:22-08:00,Daniel Isaac,src/flask/helpers.py,1,1,2,1,type hint fix for flask.send_file
54e05a2,2023-11-15T12:14:37-08:00,David Lord,examples/javascript/js_example/views.py,1,1,2,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,examples/tutorial/flaskr/__init__.py,3,2,5,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,examples/tutorial/flaskr/auth.py,1,1,2,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,examples/tutorial/flaskr/blog.py,2,2,4,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/app.py,6,3,9,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/helpers.py,2,3,5,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/json/provider.py,1,3,4,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/sansio/app.py,5,2,7,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/sessions.py,2,1,3,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,src/flask/views.py,0,1,1,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_appctx.py,3,6,9,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_apps/subdomaintestmodule/__init__.py,0,1,1,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_basic.py,13,11,24,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_blueprints.py,5,4,9,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_signals.py,2,2,4,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_testing.py,4,7,11,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/test_views.py,2,2,4,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/typing/typing_app_decorators.py,2,4,6,0,use ruff linter and formatter
54e05a2,2023-11-15T12:14:37-08:00,David Lord,tests/typing/typing_route.py,2,2,4,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,examples/javascript/js_example/views.py,1,1,2,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,examples/tutorial/flaskr/__init__.py,3,2,5,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,examples/tutorial/flaskr/auth.py,1,1,2,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,examples/tutorial/flaskr/blog.py,2,2,4,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/app.py,6,3,9,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/helpers.py,2,3,5,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/json/provider.py,1,3,4,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/sansio/app.py,5,2,7,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/sessions.py,2,1,3,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,src/flask/views.py,0,1,1,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,tests/test_appctx.py,3,6,9,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,tests/test_apps/subdomaintestmodule/__init__.py,0,1,1,0,use ruff linter and formatter
54ff9b2,2023-11-09T10:27:01-08:00,David Lord,tests/test_basic.py,13,11,24,0,use ruff linter and formatter
